"species","longitude","latitude","bio_1","bio_2","bio_3","bio_4","bio_5","bio_6","bio_7","bio_8","bio_9","bio_10","bio_11","bio_12","bio_13","bio_14","bio_15","bio_16","bio_17","bio_18","bio_19"
"Bradypus Linnaeus",-84.167916,9.398424,26.5736503601074,10.4214782714844,77.9689254760742,82.7368621826172,33.6464767456055,20.2802810668945,13.3661956787109,26.199764251709,26.690845489502,27.7384967803955,25.6699523925781,2697,428,23,66.5535888671875,1146,91,520,701
"Bradypus Linnaeus",-82.145255,9.254403,25.9524059295654,6.86185598373413,81.3095626831055,49.8877182006836,29.9876289367676,21.548454284668,8.43917465209961,26.2053260803223,25.4510307312012,26.4728527069092,25.2182121276855,2675,327,101,34.2408790588379,882,337,729,510
"Bradypus Linnaeus",-34.843762,-7.134987,25.7389297485352,8.78775310516357,76.7639694213867,95.1814880371094,31.1899738311768,19.7422161102295,11.4477577209473,25.5565090179443,26.2162265777588,26.6813983917236,24.3481521606445,1773,293,38,62.7398681640625,782,129,404,688
"Bradypus Linnaeus",-59.98512,-3.099558,26.8640308380127,8.15152072906494,81.0794143676758,52.3582000732422,32.3362503051758,22.2825012207031,10.0537490844727,26.3690414428711,27.163667678833,27.5917510986328,26.3442077636719,2323,305,72,46.3876876831055,892,258,390,872
"Bradypus Linnaeus",-34.860347,-7.135605,25.7389297485352,8.78775310516357,76.7639694213867,95.1814880371094,31.1899738311768,19.7422161102295,11.4477577209473,25.5565090179443,26.2162265777588,26.6813983917236,24.3481521606445,1773,293,38,62.7398681640625,782,129,404,688
"Bradypus Linnaeus",-42.772037,-22.451506,19.3262805938721,10.1610622406006,58.9499931335449,231.195098876953,27.4825000762939,10.2457504272461,17.2367496490479,21.9834175109863,16.4497089385986,22.1760425567627,16.4497089385986,1424,233,30,64.5186462402344,649,100,607,100
"Bradypus Linnaeus",-42.772008,-22.451187,19.3262805938721,10.1610622406006,58.9499931335449,231.195098876953,27.4825000762939,10.2457504272461,17.2367496490479,21.9834175109863,16.4497089385986,22.1760425567627,16.4497089385986,1424,233,30,64.5186462402344,649,100,607,100
"Bradypus Linnaeus",-79.695264,9.128612,26.3659782409668,6.17591619491577,74.4557266235352,68.5847320556641,30.6432495117188,22.3484992980957,8.29475021362305,25.7522506713867,26.5331249237061,27.3329582214355,25.6480827331543,2442,350,19,61.1989784240723,969,90,411,843
"Bradypus Linnaeus",-84.787329,10.893607,26.2483329772949,8.27412509918213,74.2923583984375,73.893310546875,32.2122497558594,21.0750007629395,11.1372489929199,26.4207077026367,26.7822074890137,27.2451248168945,25.3527088165283,2812,380,51,52.0380401611328,1083,194,305,692
"Bradypus Linnaeus",-40.071074,-19.151334,23.5603542327881,9.43091678619385,61.6964302062988,191.11979675293,30.9580001831055,15.6719999313354,15.28600025177,24.9874172210693,21.6688327789307,25.8335838317871,21.1192493438721,1195,179,40,50.1499710083008,512,147,356,148
"Bradypus Linnaeus",-60.38697,-3.285342,26.7797813415527,7.89810371398926,83.2452850341797,42.9753379821777,31.9422492980957,22.4545001983643,9.48774909973145,26.4072494506836,27.0022506713867,27.3777503967285,26.3502502441406,2203,300,49,50.8591651916504,874,212,360,866
"Bradypus Linnaeus",-79.542542,8.994755,26.6388816833496,6.63992357254028,76.7349700927734,64.3931274414062,31.1290817260742,22.4760208129883,8.65306091308594,26.030101776123,26.9048461914062,27.5465126037598,25.978401184082,2270,366,18,64.4828872680664,980,76,355,876
"Bradypus Linnaeus",-84.524086,10.272145,21.792875289917,9.02704238891602,78.313850402832,68.6704864501953,27.9540004730225,16.4272499084473,11.5267505645752,21.5603332519531,22.324125289917,22.7345008850098,21.027458190918,3448,400,69,38.2625770568848,1155,360,475,912
"Bradypus Linnaeus",-83.875017,9.29503,25.635082244873,10.6697177886963,79.1029510498047,75.3539428710938,32.7491073608398,19.2607135772705,13.4883937835693,25.2645835876465,25.7772331237793,26.72678565979,24.8275299072266,2919,450,34,61.856803894043,1219,139,536,883
"Bradypus Linnaeus",-83.591478,8.468487,25.3653335571289,10.0924444198608,77.0729370117188,75.0775146484375,32.2106666564941,19.1159992218018,13.0946674346924,24.9542217254639,25.5028877258301,26.4582214355469,24.5631103515625,3215,585,42,61.2455253601074,1346,186,632,1079
"Bradypus Linnaeus",-43.276984,-22.97457,22.8468532562256,10.3174877166748,61.4507369995117,208.657180786133,31.2322387695312,14.4423875808716,16.789852142334,25.5486068725586,20.6475124359131,25.5486068725586,20.4462184906006,1261,183,42,49.6736373901367,517,142,517,145
"Bradypus Linnaeus",-70.045364,-4.166344,26.6065311431885,7.85243701934814,79.7343444824219,40.8742179870605,31.382999420166,21.5347499847412,9.8482494354248,26.6542072296143,26.0772094726562,27.0531253814697,26.0513343811035,2954,327,151,25.2632999420166,931,493,688,595
"Bradypus Linnaeus",-79.713447,9.119125,26.3659782409668,6.17591619491577,74.4557266235352,68.5847320556641,30.6432495117188,22.3484992980957,8.29475021362305,25.7522506713867,26.5331249237061,27.3329582214355,25.6480827331543,2442,350,19,61.1989784240723,969,90,411,843
"Bradypus Linnaeus",-34.993266,-7.988462,24.8432674407959,8.06147193908691,74.2166061401367,103.831039428711,30.170482635498,19.3083972930908,10.8620853424072,23.9243011474609,25.3105602264404,25.9347743988037,23.4332065582275,1743,269,32,63.4402656555176,779,114,374,680
"Bradypus Linnaeus",-82.710145,9.636437,25.6547660827637,8.22520351409912,78.039192199707,73.8321990966797,31.1051483154297,20.5653114318848,10.5398368835449,24.8851852416992,26.2124671936035,26.6267395019531,24.76806640625,2977,316,144,23.7640247344971,896,505,603,819
"Bradypus Linnaeus",-74.583726,6.186497,27.4828548431396,9.99599933624268,90.1596603393555,31.3525867462158,33.0762481689453,21.9892501831055,11.0869979858398,27.0678329467773,27.4965419769287,27.7522506713867,27.0377082824707,2649,368,77,39.2100982666016,920,325,559,781
"Bradypus Linnaeus",-83.753428,9.74619,18.2993545532227,9.63404178619385,81.2724914550781,59.937255859375,24.300500869751,12.4464998245239,11.8540010452271,18.3377494812012,18.5722923278809,18.9694995880127,17.5197086334229,3358,393,123,33.2367515563965,1126,433,609,821
"Bradypus Linnaeus",-83.505738,10.549072,26.260986328125,7.57130146026611,75.1907958984375,79.958740234375,31.5328521728516,21.463399887085,10.0694522857666,26.4349193572998,26.9465408325195,27.37180519104,25.369213104248,3768,510,123,37.6430587768555,1247,479,582,1175
"Bradypus Linnaeus",-79.54425,8.991387,26.6388816833496,6.63992357254028,76.7349700927734,64.3931274414062,31.1290817260742,22.4760208129883,8.65306091308594,26.030101776123,26.9048461914062,27.5465126037598,25.978401184082,2270,366,18,64.4828872680664,980,76,355,876
"Bradypus Linnaeus",-84.465702,10.368945,25.2148952484131,9.10824966430664,76.4772567749023,78.0038528442383,31.7059993743896,19.7962493896484,11.9097499847412,25.1742076873779,25.9354991912842,26.3177070617676,24.374792098999,3429,427,92,43.1780281066895,1197,319,466,891
"Bradypus Linnaeus",-42.761571,-22.467651,19.3262805938721,10.1610622406006,58.9499931335449,231.195098876953,27.4825000762939,10.2457504272461,17.2367496490479,21.9834175109863,16.4497089385986,22.1760425567627,16.4497089385986,1424,233,30,64.5186462402344,649,100,607,100
"Bradypus Linnaeus",-82.823487,9.737567,26.2522125244141,7.91015672683716,77.3136825561523,73.4455413818359,31.578125,21.3468742370605,10.2312507629395,26.4656257629395,26.1989593505859,27.236457824707,25.3916664123535,3154,368,118,31.0532531738281,1039,464,611,819
"Bradypus Linnaeus",-79.658174,9.553756,26.0956687927246,5.72210168838501,72.0926055908203,78.3795852661133,30.201976776123,22.2648220062256,7.93715476989746,25.2401180267334,26.7519111633301,27.1233196258545,25.2028331756592,2766,388,24,51.2035179138184,1009,183,405,802
"Bradypus Linnaeus",-84.692167,10.501894,24.6450614929199,8.84187507629395,76.8892135620117,70.7932281494141,30.8137493133545,19.3142490386963,11.4995002746582,24.6684989929199,25.2491245269775,25.6209163665771,23.8391246795654,3321,413,78,44.2603721618652,1183,293,395,857
"Bradypus Linnaeus",-83.860062,10.213809,24.880916595459,8.78170776367188,77.6867370605469,78.0606384277344,30.8449993133545,19.5410003662109,11.3039989471436,25.0543746948242,25.5588321685791,25.9667491912842,24.0168743133545,3721,442,135,34.0370826721191,1196,463,619,1053
"Bradypus Linnaeus",-84.02423,10.456522,25.4486351013184,8.55435371398926,76.8550643920898,77.5388259887695,31.3567504882812,20.2262496948242,11.130500793457,25.6175422668457,26.1236667633057,26.5297088623047,24.5911674499512,3621,457,115,37.5823593139648,1227,414,566,991
"Bradypus Linnaeus",-82.7099,9.635655,25.6547660827637,8.22520351409912,78.039192199707,73.8321990966797,31.1051483154297,20.5653114318848,10.5398368835449,24.8851852416992,26.2124671936035,26.6267395019531,24.76806640625,2977,316,144,23.7640247344971,896,505,603,819
"Bradypus Linnaeus",-84.642681,10.467834,25.0493125915527,9.20162582397461,77.3099670410156,74.609260559082,31.4897499084473,19.5874996185303,11.902250289917,25.0088329315186,25.7425422668457,26.1044158935547,24.2365837097168,3458,435,93,43.7122001647949,1225,323,442,871
"Bradypus Linnaeus",-52.378334,4.917072,25.8470726013184,7.63366889953613,74.3883056640625,40.5321922302246,31.6560382843018,21.3941173553467,10.2619209289551,25.7509288787842,26.3475761413574,26.3977813720703,25.4397830963135,2900,447,63,51.0279541015625,1141,247,271,878
"Bradypus Linnaeus",-83.73359,8.616946,25.8492565155029,10.2608137130737,77.7825393676758,76.5430221557617,32.7595252990723,19.5678577423096,13.1916675567627,25.4488105773926,25.9825401306152,26.9625015258789,25.0363101959229,3285,596,39,62.9031143188477,1416,177,623,1098
"Bradypus Linnaeus",-84.127119,10.417555,25.4486351013184,8.55435371398926,76.8550643920898,77.5388259887695,31.3567504882812,20.2262496948242,11.130500793457,25.6175422668457,26.1236667633057,26.5297088623047,24.5911674499512,3621,457,115,37.5823593139648,1227,414,566,991
"Bradypus Linnaeus",-64.836178,-14.76024,25.8136558532715,10.5163125991821,64.5915603637695,146.821166992188,32.9162483215332,16.6350002288818,16.2812480926514,26.9228744506836,23.7387924194336,27.0462913513184,23.7387924194336,1838,287,35,61.1751556396484,821,116,601,116
"Bradypus Linnaeus",-64.927005,-14.818165,25.8136558532715,10.5163125991821,64.5915603637695,146.821166992188,32.9162483215332,16.6350002288818,16.2812480926514,26.9228744506836,23.7387924194336,27.0462913513184,23.7387924194336,1838,287,35,61.1751556396484,821,116,601,116
"Bradypus Linnaeus",-82.815614,9.749673,26.2522125244141,7.91015672683716,77.3136825561523,73.4455413818359,31.578125,21.3468742370605,10.2312507629395,26.4656257629395,26.1989593505859,27.236457824707,25.3916664123535,3154,368,118,31.0532531738281,1039,464,611,819
"Bradypus Linnaeus",-83.50137,10.537711,26.260986328125,7.57130146026611,75.1907958984375,79.958740234375,31.5328521728516,21.463399887085,10.0694522857666,26.4349193572998,26.9465408325195,27.37180519104,25.369213104248,3768,510,123,37.6430587768555,1247,479,582,1175
"Bradypus Linnaeus",-42.756103,-22.474478,19.3262805938721,10.1610622406006,58.9499931335449,231.195098876953,27.4825000762939,10.2457504272461,17.2367496490479,21.9834175109863,16.4497089385986,22.1760425567627,16.4497089385986,1424,233,30,64.5186462402344,649,100,607,100
"Bradypus Linnaeus",-70.342133,-3.816905,26.6214580535889,7.86029195785522,80.3669891357422,39.8508987426758,31.4072494506836,21.6267509460449,9.78049850463867,26.6428337097168,26.4556255340576,27.0873336791992,26.085958480835,2949,336,155,23.5937824249268,918,516,648,650
"Bradypus Linnaeus",-80.080647,8.638216,24.542760848999,7.6961874961853,80.5461807250977,57.81298828125,29.65625,20.1012496948242,9.55500030517578,24.0375823974609,24.7608757019043,25.402416229248,24.0095844268799,2395,367,22,65.0501937866211,1012,80,430,803
"Bradypus Linnaeus",-83.879959,9.268794,25.635082244873,10.6697177886963,79.1029510498047,75.3539428710938,32.7491073608398,19.2607135772705,13.4883937835693,25.2645835876465,25.7772331237793,26.72678565979,24.8275299072266,2919,450,34,61.856803894043,1219,139,536,883
"Bradypus Linnaeus",-84.651795,10.470168,25.0493125915527,9.20162582397461,77.3099670410156,74.609260559082,31.4897499084473,19.5874996185303,11.902250289917,25.0088329315186,25.7425422668457,26.1044158935547,24.2365837097168,3458,435,93,43.7122001647949,1225,323,442,871
"Bradypus Linnaeus",-84.281216,10.313405,18.8081245422363,8.86462497711182,78.9651336669922,66.845817565918,24.6264991760254,13.4005002975464,11.225998878479,18.7442493438721,19.1431255340576,19.6037921905518,17.9806251525879,3476,405,115,38.3317375183105,1194,383,555,835
"Bradypus Linnaeus",-55.213863,5.642735,26.8379783630371,8.32062435150146,78.2160568237305,64.6948394775391,32.7685012817383,22.130500793457,10.6380004882812,26.6610412597656,27.7329578399658,27.7329578399658,26.1437911987305,2185,319,91,40.6412239074707,852,294,294,487
"Bradypus Linnaeus",-83.880108,9.26872,25.635082244873,10.6697177886963,79.1029510498047,75.3539428710938,32.7491073608398,19.2607135772705,13.4883937835693,25.2645835876465,25.7772331237793,26.72678565979,24.8275299072266,2919,450,34,61.856803894043,1219,139,536,883
"Bradypus Linnaeus",-77.796078,8.313333,26.7381763458252,7.58272933959961,80.5966033935547,48.015567779541,31.5872497558594,22.1790008544922,9.40824890136719,26.6059989929199,26.7557506561279,27.405876159668,26.1745414733887,2226,315,27,59.2745246887207,842,89,450,407
"Bradypus Linnaeus",-70.342475,-3.81928,26.6214580535889,7.86029195785522,80.3669891357422,39.8508987426758,31.4072494506836,21.6267509460449,9.78049850463867,26.6428337097168,26.4556255340576,27.0873336791992,26.085958480835,2949,336,155,23.5937824249268,918,516,648,650
"Bradypus Linnaeus",-64.947363,-14.719586,25.8136558532715,10.5163125991821,64.5915603637695,146.821166992188,32.9162483215332,16.6350002288818,16.2812480926514,26.9228744506836,23.7387924194336,27.0462913513184,23.7387924194336,1838,287,35,61.1751556396484,821,116,601,116
"Bradypus Linnaeus",-76.131698,9.246123,27.2911148071289,7.92775964736938,87.4882507324219,30.9071369171143,31.7798099517822,22.7182960510254,9.06151390075684,27.0318603515625,27.4117240905762,27.6955833435059,26.9526290893555,1374,215,17,61.8883857727051,561,66,271,528
"Bradypus Linnaeus",-79.5529,9.108332,26.3500633239746,6.527916431427,74.9344711303711,70.4511489868164,30.9064998626709,22.1949996948242,8.71150016784668,25.6896667480469,26.5694160461426,27.3395004272461,25.6042919158936,2403,369,20,62.9915351867676,1000,86,376,880
"Bradypus Linnaeus",-84.145737,9.387732,25.9888286590576,10.5179567337036,78.9335556030273,78.3810043334961,33.0526313781738,19.7275543212891,13.3250770568848,25.6376667022705,26.0813732147217,27.1011867523193,25.1406097412109,3065,483,30,63.5455589294434,1304,138,565,907
"Bradypus Linnaeus",-84.050864,9.937205,19.8273029327393,10.5041875839233,81.7541885375977,59.3991088867188,26.6517505645752,13.8032503128052,12.84850025177,19.6960411071777,19.6916656494141,20.6191253662109,19.1346244812012,2930,423,63,56.524959564209,1213,212,479,511
"Bradypus Linnaeus",-79.549147,8.995403,26.6388816833496,6.63992357254028,76.7349700927734,64.3931274414062,31.1290817260742,22.4760208129883,8.65306091308594,26.030101776123,26.9048461914062,27.5465126037598,25.978401184082,2270,366,18,64.4828872680664,980,76,355,876
"Bradypus Linnaeus",-83.809143,10.17255,25.5658321380615,8.82324981689453,77.3969345092773,80.7272720336914,31.6304988861084,20.2304992675781,11.3999996185303,25.7081241607666,26.3057899475098,26.7021656036377,24.6899585723877,3738,449,143,32.7042503356934,1203,497,630,1164
"Bradypus Linnaeus",-83.971666,10.460064,25.9946975708008,8.53581237792969,76.461799621582,79.1597290039062,31.8677501678467,20.7042503356934,11.1634998321533,26.14674949646,26.6997089385986,27.1040420532227,25.1129989624023,3754,474,136,35.5256729125977,1246,469,613,1088
"Bradypus Linnaeus",-84.004767,10.431333,25.4486351013184,8.55435371398926,76.8550643920898,77.5388259887695,31.3567504882812,20.2262496948242,11.130500793457,25.6175422668457,26.1236667633057,26.5297088623047,24.5911674499512,3621,457,115,37.5823593139648,1227,414,566,991
"Bradypus Linnaeus",-82.144936,9.254142,25.9524059295654,6.86185598373413,81.3095626831055,49.8877182006836,29.9876289367676,21.548454284668,8.43917465209961,26.2053260803223,25.4510307312012,26.4728527069092,25.2182121276855,2675,327,101,34.2408790588379,882,337,729,510
"Bradypus Linnaeus",-84.144509,9.384898,25.9888286590576,10.5179567337036,78.9335556030273,78.3810043334961,33.0526313781738,19.7275543212891,13.3250770568848,25.6376667022705,26.0813732147217,27.1011867523193,25.1406097412109,3065,483,30,63.5455589294434,1304,138,565,907
"Bradypus Linnaeus",-82.145196,9.256228,25.9524059295654,6.86185598373413,81.3095626831055,49.8877182006836,29.9876289367676,21.548454284668,8.43917465209961,26.2053260803223,25.4510307312012,26.4728527069092,25.2182121276855,2675,327,101,34.2408790588379,882,337,729,510
"Bradypus Linnaeus",-82.145196,9.25625,25.9524059295654,6.86185598373413,81.3095626831055,49.8877182006836,29.9876289367676,21.548454284668,8.43917465209961,26.2053260803223,25.4510307312012,26.4728527069092,25.2182121276855,2675,327,101,34.2408790588379,882,337,729,510
"Bradypus Linnaeus",-82.832318,9.733631,26.2522125244141,7.91015672683716,77.3136825561523,73.4455413818359,31.578125,21.3468742370605,10.2312507629395,26.4656257629395,26.1989593505859,27.236457824707,25.3916664123535,3154,368,118,31.0532531738281,1039,464,611,819
"Bradypus Linnaeus",-83.585314,8.483675,25.3653335571289,10.0924444198608,77.0729370117188,75.0775146484375,32.2106666564941,19.1159992218018,13.0946674346924,24.9542217254639,25.5028877258301,26.4582214355469,24.5631103515625,3215,585,42,61.2455253601074,1346,186,632,1079
"Bradypus Linnaeus",-82.096253,9.176392,25.9524059295654,6.86185598373413,81.3095626831055,49.8877182006836,29.9876289367676,21.548454284668,8.43917465209961,26.2053260803223,25.4510307312012,26.4728527069092,25.2182121276855,2675,327,101,34.2408790588379,882,337,729,510
"Bradypus Linnaeus",-78.468033,8.949347,25.3344478607178,6.7399787902832,81.4203796386719,47.1224327087402,29.4559993743896,21.17799949646,8.27799987792969,25.1071243286133,25.2059173583984,25.8992919921875,24.7047500610352,2407,361,28,56.4614181518555,950,146,380,539
"Bradypus Linnaeus",-48.436601,-1.424898,26.5160827636719,7.66070795059204,83.6938781738281,42.1995849609375,31.2309989929199,22.077751159668,9.15324783325195,26.0357913970947,27.0436668395996,27.0756244659424,26.0357913970947,2743,442,85,61.3259468078613,1252,275,370,1252
"Bradypus Linnaeus",-48.433876,-1.425579,26.5160827636719,7.66070795059204,83.6938781738281,42.1995849609375,31.2309989929199,22.077751159668,9.15324783325195,26.0357913970947,27.0436668395996,27.0756244659424,26.0357913970947,2743,442,85,61.3259468078613,1252,275,370,1252
"Bradypus Linnaeus",-48.423997,-1.426231,26.5160827636719,7.66070795059204,83.6938781738281,42.1995849609375,31.2309989929199,22.077751159668,9.15324783325195,26.0357913970947,27.0436668395996,27.0756244659424,26.0357913970947,2743,442,85,61.3259468078613,1252,275,370,1252
"Bradypus Linnaeus",-84.144005,9.389508,25.9888286590576,10.5179567337036,78.9335556030273,78.3810043334961,33.0526313781738,19.7275543212891,13.3250770568848,25.6376667022705,26.0813732147217,27.1011867523193,25.1406097412109,3065,483,30,63.5455589294434,1304,138,565,907
"Bradypus Linnaeus",-41.025309,-20.400561,17.7750625610352,11.0483751296997,63.3162841796875,211.075775146484,25.7402496337891,8.29074954986572,17.4495010375977,19.4937915802002,15.0130834579468,20.2617492675781,15.0130834579468,1302,205,38,57.0060157775879,594,124,421,124
"Bradypus Linnaeus",-84.459015,10.464907,25.2148952484131,9.10824966430664,76.4772567749023,78.0038528442383,31.7059993743896,19.7962493896484,11.9097499847412,25.1742076873779,25.9354991912842,26.3177070617676,24.374792098999,3429,427,92,43.1780281066895,1197,319,466,891
"Bradypus Linnaeus",-83.590961,8.466311,25.3653335571289,10.0924444198608,77.0729370117188,75.0775146484375,32.2106666564941,19.1159992218018,13.0946674346924,24.9542217254639,25.5028877258301,26.4582214355469,24.5631103515625,3215,585,42,61.2455253601074,1346,186,632,1079
"Bradypus Linnaeus",-85.04664,10.727491,22.662281036377,8.57943725585938,75.8755340576172,69.8643417358398,28.6867504119873,17.3794994354248,11.3072509765625,22.5492916107178,23.1294174194336,23.5757083892822,21.8230419158936,3067,382,56,46.6819763183594,1115,237,343,793
"Bradypus Linnaeus",-85.046849,10.727299,22.662281036377,8.57943725585938,75.8755340576172,69.8643417358398,28.6867504119873,17.3794994354248,11.3072509765625,22.5492916107178,23.1294174194336,23.5757083892822,21.8230419158936,3067,382,56,46.6819763183594,1115,237,343,793
"Bradypus Linnaeus",-82.745224,9.658844,25.6547660827637,8.22520351409912,78.039192199707,73.8321990966797,31.1051483154297,20.5653114318848,10.5398368835449,24.8851852416992,26.2124671936035,26.6267395019531,24.76806640625,2977,316,144,23.7640247344971,896,505,603,819
"Bradypus Linnaeus",-79.546294,8.993594,26.6388816833496,6.63992357254028,76.7349700927734,64.3931274414062,31.1290817260742,22.4760208129883,8.65306091308594,26.030101776123,26.9048461914062,27.5465126037598,25.978401184082,2270,366,18,64.4828872680664,980,76,355,876
"Bradypus Linnaeus",-84.661537,10.453605,25.0493125915527,9.20162582397461,77.3099670410156,74.609260559082,31.4897499084473,19.5874996185303,11.902250289917,25.0088329315186,25.7425422668457,26.1044158935547,24.2365837097168,3458,435,93,43.7122001647949,1225,323,442,871
"Bradypus Linnaeus",-82.271268,9.396056,25.9201641082764,6.88230466842651,81.0389022827148,52.4079551696777,29.9987659454346,21.5061721801758,8.49259376525879,26.3672828674316,25.3915634155273,26.4648151397705,25.150411605835,2779,328,118,29.7041263580322,867,414,733,586
"Bradypus Linnaeus",-38.019511,-12.584239,24.7264862060547,6.84049701690674,67.0579223632812,128.536178588867,29.7614040374756,19.560525894165,10.2008781433105,24.5762176513672,25.6711502075195,26.0873794555664,23.0259742736816,1730,297,69,50.2074699401855,759,260,306,381
"Bradypus Linnaeus",-84.66764,10.446562,21.4144687652588,8.86031246185303,77.1720123291016,70.6510772705078,27.4899997711182,16.0087490081787,11.4812507629395,21.2520008087158,21.8987922668457,22.3483753204346,20.5897083282471,3424,402,85,40.3919830322266,1170,335,444,923
